fold,epoch,loss,val_loss,train_rmse,val_rmse,train_mae,val_mae,learning_rate,recursive_val_rmse,recursive_val_mae
1,17,0.04409708455204964,0.06854411959648132,39.60984420776367,63.93831253051758,25.065927505493164,40.803775787353516,0.0001250000059371814,63.42112350463867,40.75022888183594
2,1,0.2552863657474518,0.135206937789917,90.16649627685547,141.73672485351562,61.1618766784668,87.23654174804688,0.0005000000237487257,65.12496948242188,40.315406799316406
2,2,0.10573074221611023,0.07679857313632965,73.68475341796875,121.9719467163086,49.318721771240234,74.00138092041016,0.0005000000237487257,65.12496948242188,40.315406799316406
2,3,0.08122462779283524,0.06291890144348145,64.34082794189453,101.35176086425781,43.845115661621094,62.869117736816406,0.0005000000237487257,65.12496948242188,40.315406799316406
2,4,0.0705680400133133,0.05421390011906624,60.59323501586914,94.70819854736328,41.177642822265625,57.84376907348633,0.0005000000237487257,65.12496948242188,40.315406799316406
2,5,0.06658957153558731,0.049704231321811676,57.31801986694336,95.68372344970703,38.01158142089844,57.586910247802734,0.0005000000237487257,65.12496948242188,40.315406799316406
2,6,0.06414109468460083,0.047892872244119644,55.617401123046875,91.60310363769531,37.20758056640625,55.33428192138672,0.0005000000237487257,65.12496948242188,40.315406799316406
2,7,0.059937458485364914,0.04555822163820267,52.71608352661133,88.58984375,34.90406799316406,53.005165100097656,0.0005000000237487257,65.12496948242188,40.315406799316406
2,8,0.056984793394804,0.04459034651517868,53.366424560546875,85.2310791015625,35.334896087646484,50.9159049987793,0.0005000000237487257,65.12496948242188,40.315406799316406
2,9,0.05408782511949539,0.042843203991651535,50.29998016357422,81.88518524169922,33.12818145751953,48.72455596923828,0.0005000000237487257,65.12496948242188,40.315406799316406
2,10,0.052360810339450836,0.041906554251909256,49.179561614990234,82.22201538085938,32.558509826660156,48.933467864990234,0.0005000000237487257,65.12496948242188,40.315406799316406
2,11,0.049688179045915604,0.04131428897380829,47.83346176147461,82.44876098632812,31.403772354125977,48.747459411621094,0.0005000000237487257,65.12496948242188,40.315406799316406
2,12,0.04806085303425789,0.04015587642788887,47.15419006347656,79.84283447265625,31.103496551513672,47.942901611328125,0.0005000000237487257,65.12496948242188,40.315406799316406
2,13,0.0476384200155735,0.03858686983585358,46.68321228027344,79.68274688720703,30.650238037109375,47.207618713378906,0.0005000000237487257,65.12496948242188,40.315406799316406
2,14,0.04591502621769905,0.03790783882141113,45.254188537597656,77.0833740234375,29.9658203125,46.012454986572266,0.0005000000237487257,65.12496948242188,40.315406799316406
2,15,0.04430629312992096,0.03867299109697342,44.17265701293945,78.44436645507812,29.174823760986328,47.36167907714844,0.0005000000237487257,65.12496948242188,40.315406799316406
2,16,0.043562356382608414,0.03664170205593109,43.55801773071289,71.03046417236328,28.720867156982422,42.33194351196289,0.0005000000237487257,65.12496948242188,40.315406799316406
2,17,0.04208209365606308,0.036892808973789215,42.47947692871094,73.84002685546875,28.345111846923828,44.70002365112305,0.0005000000237487257,65.12496948242188,40.315406799316406
2,18,0.042244162410497665,0.03553907573223114,40.80999755859375,69.01903533935547,26.98053741455078,42.153873443603516,0.0005000000237487257,65.12496948242188,40.315406799316406
2,19,0.04086831212043762,0.03743677958846092,41.194942474365234,73.83763885498047,27.31285858154297,44.49358367919922,0.0005000000237487257,65.12496948242188,40.315406799316406
2,20,0.03976903855800629,0.03421022370457649,41.42198181152344,70.27633666992188,27.478952407836914,42.57474136352539,0.0005000000237487257,65.12496948242188,40.315406799316406
2,21,0.038817282766103745,0.03705666586756706,38.00742721557617,72.88164520263672,25.02911949157715,44.6569709777832,0.0005000000237487257,65.12496948242188,40.315406799316406
2,22,0.03747418895363808,0.032141439616680145,40.48006820678711,62.45320129394531,25.892675399780273,37.767581939697266,0.0002500000118743628,65.12496948242188,40.315406799316406
2,23,0.036591898649930954,0.03181836009025574,42.00360107421875,60.11759567260742,26.50067710876465,36.50857162475586,0.0002500000118743628,65.12496948242188,40.315406799316406
2,24,0.03591804951429367,0.03296711668372154,37.084957122802734,66.73493957519531,23.625255584716797,40.684329986572266,0.0002500000118743628,65.12496948242188,40.315406799316406
2,25,0.03516806289553642,0.03342825174331665,34.939117431640625,68.70513153076172,22.452892303466797,41.79475021362305,0.0002500000118743628,65.12496948242188,40.315406799316406
2,26,0.035414569079875946,0.03365504741668701,35.4206657409668,67.69438171386719,22.703218460083008,41.27610397338867,0.0002500000118743628,65.12496948242188,40.315406799316406
2,27,0.034778546541929245,0.03313719853758812,36.9917106628418,65.83809661865234,23.37468147277832,39.82737731933594,0.0001250000059371814,65.12496948242188,40.315406799316406
2,28,0.034536514431238174,0.03319564089179039,35.038169860839844,68.54215240478516,21.9176025390625,41.6888427734375,0.0001250000059371814,65.12496948242188,40.315406799316406
2,29,0.03314988315105438,0.03343167528510094,33.22227478027344,70.28397369384766,20.885391235351562,42.84401321411133,0.0001250000059371814,65.12496948242188,40.315406799316406
2,30,0.033139217644929886,0.03482446447014809,31.77799415588379,75.08116149902344,19.981983184814453,46.39460372924805,6.25000029685907e-05,65.12496948242188,40.315406799316406
2,31,0.033126674592494965,0.03404810652136803,32.02908706665039,74.63152313232422,20.285417556762695,45.81783676147461,6.25000029685907e-05,65.12496948242188,40.315406799316406
3,1,0.22244499623775482,0.10407871007919312,118.62977600097656,145.79734802246094,86.6648941040039,98.98753356933594,0.0005000000237487257,69.8965835571289,47.21742248535156
3,2,0.1051783412694931,0.05911129713058472,103.35916137695312,121.56539916992188,74.82382202148438,82.41400909423828,0.0005000000237487257,69.8965835571289,47.21742248535156
3,3,0.08308451622724533,0.04557305574417114,96.82025146484375,108.33167266845703,68.86444854736328,73.19349670410156,0.0005000000237487257,69.8965835571289,47.21742248535156
3,4,0.07270696014165878,0.041968487203121185,92.36715698242188,98.72001647949219,64.82685089111328,67.8125,0.0005000000237487257,69.8965835571289,47.21742248535156
3,5,0.0684642493724823,0.03880543261766434,92.5041732788086,91.60623168945312,64.74971771240234,63.25397872924805,0.0005000000237487257,69.8965835571289,47.21742248535156
3,6,0.06274884194135666,0.03513632342219353,90.07020568847656,86.03992462158203,63.56468963623047,58.95121765136719,0.0005000000237487257,69.8965835571289,47.21742248535156
3,7,0.058736369013786316,0.03226691111922264,89.83724975585938,83.07088470458984,63.2490119934082,56.854339599609375,0.0005000000237487257,69.8965835571289,47.21742248535156
3,8,0.05742436274886131,0.03139877691864967,87.03238677978516,79.05546569824219,61.02796936035156,53.46263122558594,0.0005000000237487257,69.8965835571289,47.21742248535156
3,9,0.053378935903310776,0.029910758137702942,88.93136596679688,75.33145141601562,62.519039154052734,50.26761245727539,0.0005000000237487257,69.8965835571289,47.21742248535156
3,10,0.05186142772436142,0.029731621965765953,85.49564361572266,75.417236328125,60.13658905029297,50.83171844482422,0.0005000000237487257,69.8965835571289,47.21742248535156
3,11,0.05112287774682045,0.030720332637429237,82.57784271240234,74.34320831298828,57.76276779174805,50.270790100097656,0.0005000000237487257,69.8965835571289,47.21742248535156
3,12,0.049696773290634155,0.028353802859783173,86.79313659667969,71.73077392578125,61.018070220947266,47.85901641845703,0.0005000000237487257,69.8965835571289,47.21742248535156
3,13,0.04960878938436508,0.02915956638753414,83.92677307128906,71.5303726196289,58.31943893432617,47.92136764526367,0.0005000000237487257,69.8965835571289,47.21742248535156
3,14,0.04692501947283745,0.028514543548226357,86.4189682006836,74.19373321533203,59.38547134399414,49.42223358154297,0.0005000000237487257,69.8965835571289,47.21742248535156
3,15,0.045812029391527176,0.027838952839374542,87.73778533935547,70.86874389648438,60.74639892578125,46.609764099121094,0.0005000000237487257,69.8965835571289,47.21742248535156
3,16,0.044921427965164185,0.027830829843878746,88.72216796875,70.5997543334961,61.11550521850586,46.200077056884766,0.0005000000237487257,69.8965835571289,47.21742248535156
3,17,0.04339051619172096,0.028553910553455353,88.57530975341797,72.36160278320312,61.292564392089844,46.92844009399414,0.0005000000237487257,69.8965835571289,47.21742248535156
3,18,0.043076612055301666,0.029748819768428802,81.86474609375,69.82840728759766,55.8553581237793,46.48421859741211,0.0005000000237487257,69.8965835571289,47.21742248535156
3,19,0.04187250882387161,0.028838729485869408,86.51927185058594,70.71981048583984,59.06511306762695,46.22834014892578,0.0005000000237487257,69.8965835571289,47.21742248535156
3,20,0.04177194461226463,0.030035244300961494,84.8637466430664,75.87484741210938,57.287174224853516,49.181339263916016,0.0005000000237487257,69.8965835571289,47.21742248535156
3,21,0.04055105522274971,0.027474835515022278,81.7349853515625,68.97254943847656,55.562217712402344,45.14555740356445,0.0005000000237487257,69.8965835571289,47.21742248535156
3,22,0.04076286032795906,0.026842467486858368,80.5483627319336,66.435791015625,54.85077667236328,44.12128448486328,0.0005000000237487257,69.8965835571289,47.21742248535156
3,23,0.039390359073877335,0.02574542537331581,87.6787338256836,68.75031280517578,59.56122589111328,43.833133697509766,0.0005000000237487257,69.8965835571289,47.21742248535156
3,24,0.03876560181379318,0.02488533966243267,84.746337890625,67.54072570800781,57.42808151245117,43.24348831176758,0.0005000000237487257,69.8965835571289,47.21742248535156
3,25,0.03755113482475281,0.026066651567816734,83.05073547363281,66.96578979492188,55.73128890991211,43.26104736328125,0.0005000000237487257,69.8965835571289,47.21742248535156
3,26,0.037304800003767014,0.026880860328674316,60.687103271484375,66.19432067871094,39.48434829711914,44.90331268310547,0.0002500000118743628,69.8965835571289,47.21742248535156
3,27,0.03576473146677017,0.025918075814843178,59.78300476074219,63.52696228027344,38.777706146240234,42.733184814453125,0.0002500000118743628,69.8965835571289,47.21742248535156
3,28,0.03470494598150253,0.026596970856189728,61.02714538574219,64.99465942382812,39.66215896606445,43.47587585449219,0.0002500000118743628,69.8965835571289,47.21742248535156
3,29,0.034985385835170746,0.03023640252649784,60.28985595703125,68.26068878173828,39.06410598754883,46.24761199951172,0.0002500000118743628,69.8965835571289,47.21742248535156
3,30,0.03428678587079048,0.026190457865595818,57.54825973510742,65.00928497314453,37.474693298339844,43.725704193115234,0.0002500000118743628,69.8965835571289,47.21742248535156
3,31,0.034284573048353195,0.029003014788031578,43.983036041259766,76.98592376708984,27.862394332885742,53.27647018432617,0.0001250000059371814,69.8965835571289,47.21742248535156
3,32,0.03342752531170845,0.02765943855047226,42.645904541015625,72.35482788085938,27.24580955505371,50.16059875488281,0.0001250000059371814,69.8965835571289,47.21742248535156
3,33,0.033184025436639786,0.02601255290210247,42.49798583984375,71.93282318115234,27.043380737304688,49.284271240234375,0.0001250000059371814,69.8965835571289,47.21742248535156
3,34,0.03284304589033127,0.026544807478785515,38.43132781982422,78.75786590576172,23.896692276000977,54.5158805847168,6.25000029685907e-05,69.8965835571289,47.21742248535156
3,35,0.03189544007182121,0.026675092056393623,38.42842102050781,77.91716003417969,23.94533348083496,53.98899459838867,6.25000029685907e-05,69.8965835571289,47.21742248535156
